date,Person.ID,Dept.No.,Faculty.No.,With.PHD,years_in_uni,Number.of.Successful.Grant,Number.of.Unsuccessful.Grant,A.,A,B,C
2008-01-01,5232,2578.0,25.0,1.0,4.0,3.0,1.0,7.0,6.0,6.0,4.0
2008-01-01,77807,2578.0,25.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
2008-01-01,28797,2768.0,25.0,1.0,1.0,6.0,13.0,0.0,0.0,0.0,1.0
2008-01-01,714027,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,16452,,,,,0.0,0.0,1.0,8.0,13.0,8.0
2008-01-01,22582,3198.0,31.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0
2008-01-01,8062,3198.0,31.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,80982,,,,,0.0,0.0,1.0,8.0,3.0,2.0
2008-01-01,70487,2853.0,25.0,,,2.0,4.0,2.0,8.0,5.0,10.0
2008-01-01,73942,2728.0,25.0,1.0,3.0,3.0,1.0,9.0,18.0,7.0,5.0
2008-01-01,158617,2738.0,25.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,78827,2498.0,25.0,1.0,4.0,2.0,2.0,8.0,17.0,10.0,2.0
2008-01-01,60517,1098.0,1.0,1.0,2.0,2.0,5.0,1.0,18.0,3.0,0.0
2008-01-01,107242,1098.0,1.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,66887,2813.0,25.0,,0.0,5.0,15.0,0.0,9.0,2.0,0.0
2008-01-01,497907,2578.0,25.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0
2008-01-01,802167,2603.0,25.0,,1.0,2.0,4.0,1.0,0.0,0.0,0.0
2008-01-01,63757,2553.0,25.0,1.0,4.0,0.0,1.0,6.0,5.0,1.0,5.0
2008-01-01,70647,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,16987,2653.0,25.0,,3.0,2.0,1.0,72.0,28.0,6.0,4.0
2008-01-01,53202,3048.0,31.0,1.0,2.0,2.0,2.0,17.0,4.0,2.0,3.0
2008-01-01,68202,118.0,118.0,,0.0,2.0,0.0,3.0,4.0,6.0,4.0
2008-03-01,874467,3198.0,31.0,,1.0,1.0,1.0,3.0,12.0,4.0,9.0
2008-01-18,76352,2523.0,25.0,1.0,3.0,1.0,0.0,14.0,22.0,13.0,2.0
2008-01-18,79192,2523.0,25.0,1.0,4.0,5.0,12.0,0.0,0.0,0.0,0.0
2008-01-18,730127,2678.0,25.0,,,1.0,5.0,0.0,0.0,0.0,0.0
2008-01-22,938937,2813.0,25.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2008-01-22,101532,2538.0,25.0,,1.0,2.0,7.0,0.0,0.0,0.0,0.0
2008-01-29,63047,,,,,0.0,0.0,4.0,4.0,7.0,4.0
2008-01-29,69517,1258.0,34.0,1.0,4.0,2.0,3.0,10.0,6.0,16.0,61.0
2008-01-29,11837,1033.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,5.0,6.0
2008-01-29,357,2853.0,25.0,1.0,3.0,0.0,0.0,2.0,10.0,8.0,10.0
2008-01-30,29807,1258.0,34.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0
2008-01-30,64727,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-02,14562,2763.0,25.0,,4.0,1.0,0.0,4.0,3.0,5.0,1.0
2008-01-02,6192,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-02,11322,1798.0,118.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0
2008-01-02,4102,2948.0,25.0,1.0,4.0,0.0,4.0,9.0,16.0,11.0,4.0
2008-04-02,79802,3028.0,31.0,1.0,4.0,3.0,2.0,4.0,20.0,17.0,5.0
2008-06-02,67647,2678.0,25.0,1.0,3.0,5.0,11.0,16.0,18.0,11.0,5.0
2008-06-02,730127,2678.0,25.0,,,1.0,5.0,0.0,0.0,0.0,0.0
2008-06-02,93802,2563.0,25.0,1.0,1.0,1.0,5.0,0.0,1.0,8.0,20.0
2008-07-02,7747,2518.0,25.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0
2008-07-02,755517,2538.0,25.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,2.0
2008-07-02,69032,2538.0,25.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0
2008-07-02,449137,2538.0,25.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,1.0
2008-11-02,16137,2653.0,25.0,,3.0,5.0,18.0,6.0,6.0,2.0,0.0
2008-11-02,801752,2653.0,25.0,,1.0,2.0,2.0,1.0,0.0,0.0,0.0
2008-11-02,11322,1798.0,118.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,2.0
2008-12-02,77987,2498.0,25.0,,2.0,0.0,4.0,2.0,3.0,2.0,1.0
2008-02-14,78992,2763.0,25.0,1.0,4.0,3.0,4.0,9.0,22.0,7.0,9.0
2008-02-14,28607,2763.0,25.0,1.0,2.0,3.0,2.0,6.0,25.0,14.0,14.0
2008-02-14,79217,2828.0,25.0,,0.0,2.0,4.0,0.0,0.0,0.0,0.0
2008-02-14,74567,2813.0,25.0,,3.0,1.0,0.0,7.0,25.0,37.0,24.0
2008-02-21,45012,2103.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2008-02-21,125287,2103.0,19.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2008-02-28,69732,2153.0,19.0,1.0,4.0,4.0,2.0,3.0,41.0,4.0,0.0
2008-02-28,607102,3048.0,31.0,,,1.0,1.0,7.0,2.0,1.0,0.0
2008-01-03,82312,2298.0,46.0,,,0.0,1.0,0.0,1.0,1.0,2.0
2008-01-03,289542,2883.0,25.0,1.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0
2008-01-03,492967,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-03,137552,,,,,0.0,0.0,0.0,0.0,4.0,2.0
2008-01-03,23342,2883.0,25.0,1.0,2.0,3.0,1.0,6.0,2.0,17.0,12.0
2008-01-03,23182,,,,,0.0,0.0,0.0,0.0,4.0,4.0
2008-01-03,44252,2813.0,25.0,1.0,2.0,2.0,2.0,5.0,4.0,2.0,0.0
2008-01-03,73352,2813.0,25.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-03,19602,2813.0,25.0,,4.0,2.0,0.0,8.0,13.0,11.0,7.0
2008-03-03,87202,653.0,7.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2008-03-03,80477,3268.0,31.0,1.0,4.0,1.0,0.0,0.0,6.0,5.0,7.0
2008-03-03,60517,1098.0,1.0,1.0,2.0,2.0,5.0,1.0,18.0,3.0,0.0
2008-03-03,30977,3028.0,31.0,,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2008-03-03,48902,2053.0,19.0,1.0,2.0,0.0,0.0,8.0,0.0,12.0,0.0
2008-03-03,64517,2053.0,19.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
2008-03-03,13812,2178.0,19.0,1.0,2.0,1.0,2.0,2.0,1.0,7.0,0.0
2008-03-03,75572,2178.0,19.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-03,11837,1033.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,5.0,6.0
2008-03-03,68732,2523.0,25.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2008-03-03,67447,3028.0,31.0,1.0,2.0,1.0,0.0,16.0,14.0,9.0,6.0
2008-03-03,63772,828.0,7.0,1.0,3.0,2.0,1.0,11.0,3.0,1.0,12.0
2008-03-03,14187,498.0,7.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0
2008-03-03,13682,1258.0,34.0,1.0,2.0,2.0,5.0,1.0,21.0,3.0,2.0
2008-03-03,2232,2653.0,25.0,,0.0,0.0,3.0,0.0,0.0,2.0,0.0
2008-03-03,20122,2523.0,25.0,1.0,1.0,3.0,6.0,1.0,12.0,6.0,6.0
2008-03-03,95892,2523.0,25.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2008-03-03,63562,2523.0,25.0,,1.0,3.0,3.0,0.0,7.0,13.0,8.0
2008-03-31,1737,2533.0,25.0,1.0,2.0,3.0,4.0,10.0,26.0,15.0,14.0
2008-03-31,32467,2533.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-31,86282,2533.0,25.0,,2.0,0.0,0.0,2.0,8.0,1.0,3.0
2008-03-31,74987,,,,,0.0,0.0,3.0,11.0,2.0,2.0
2008-03-31,74527,,25.0,1.0,3.0,0.0,1.0,24.0,86.0,42.0,32.0
2008-03-31,69517,1258.0,34.0,1.0,4.0,3.0,4.0,10.0,6.0,16.0,61.0
2008-03-31,132247,1998.0,19.0,,1.0,0.0,5.0,10.0,16.0,5.0,0.0
2008-01-04,30707,2253.0,19.0,1.0,2.0,1.0,2.0,0.0,3.0,14.0,4.0
2008-02-04,13192,2668.0,25.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0
2008-02-04,113192,3508.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
2008-03-04,498427,2668.0,25.0,1.0,1.0,3.0,10.0,3.0,9.0,8.0,0.0
2008-04-04,700027,998.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2008-07-04,68252,528.0,7.0,1.0,4.0,0.0,6.0,2.0,2.0,1.0,1.0
2008-07-04,143992,2163.0,19.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0
2008-07-04,500447,1678.0,13.0,,,1.0,3.0,2.0,0.0,8.0,1.0
2008-08-04,22847,2053.0,19.0,1.0,2.0,6.0,1.0,10.0,6.0,5.0,0.0
2008-08-04,6562,2053.0,19.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2008-08-04,362,2548.0,25.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
2008-08-04,16582,2548.0,25.0,,0.0,0.0,1.0,0.0,3.0,7.0,4.0
2008-09-04,36242,2713.0,25.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0
2008-09-04,79022,2713.0,25.0,,4.0,4.0,11.0,36.0,48.0,10.0,4.0
2008-09-04,16632,2973.0,25.0,1.0,2.0,1.0,4.0,10.0,10.0,1.0,2.0
2008-09-04,72222,2973.0,25.0,,4.0,0.0,3.0,17.0,15.0,9.0,6.0
2008-09-04,64277,2973.0,25.0,1.0,4.0,0.0,1.0,25.0,16.0,12.0,6.0
2008-10-04,49592,2103.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
2008-11-04,918527,,,,,0.0,0.0,0.0,2.0,2.0,4.0
2008-11-04,18732,3073.0,31.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
2008-11-04,73862,2298.0,46.0,1.0,2.0,0.0,0.0,1.0,2.0,6.0,4.0
2008-11-04,104862,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-04,863682,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-14,381382,2923.0,25.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0
2008-04-16,22792,3508.0,4.0,1.0,2.0,1.0,5.0,0.0,2.0,0.0,1.0
2008-04-21,408232,1428.0,34.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
2008-04-21,66607,1258.0,34.0,,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2008-04-21,684937,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-21,870747,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-21,953102,2653.0,25.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2008-04-21,73422,2713.0,25.0,1.0,3.0,3.0,4.0,9.0,12.0,9.0,8.0
2008-04-22,69732,2153.0,19.0,1.0,4.0,4.0,3.0,3.0,41.0,4.0,0.0
2008-04-22,64867,3268.0,31.0,1.0,4.0,5.0,4.0,7.0,39.0,11.0,6.0
2008-04-22,7862,2523.0,25.0,1.0,2.0,1.0,1.0,4.0,8.0,10.0,8.0
2008-04-22,80037,3098.0,31.0,1.0,4.0,3.0,2.0,2.0,9.0,6.0,1.0
2008-04-22,89472,3048.0,31.0,1.0,1.0,9.0,1.0,21.0,3.0,4.0,0.0
2008-04-28,21132,2568.0,25.0,1.0,2.0,2.0,0.0,22.0,25.0,11.0,15.0
2008-04-28,17707,2568.0,25.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
2008-04-28,748607,2813.0,25.0,,1.0,0.0,0.0,0.0,2.0,0.0,2.0
2008-04-28,104107,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-30,84622,2973.0,25.0,,2.0,3.0,12.0,16.0,16.0,7.0,7.0
2008-04-30,22792,3508.0,4.0,1.0,2.0,1.0,6.0,0.0,2.0,0.0,1.0
2008-04-30,16987,2653.0,25.0,,3.0,3.0,1.0,72.0,28.0,6.0,4.0
2008-04-30,74827,2768.0,25.0,1.0,3.0,0.0,2.0,24.0,46.0,22.0,6.0
2008-04-30,64777,2813.0,25.0,,4.0,1.0,11.0,0.0,0.0,0.0,0.0
2008-01-05,39807,2628.0,25.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2008-01-05,713112,2578.0,25.0,,1.0,0.0,3.0,0.0,0.0,0.0,0.0
2008-01-05,75992,2893.0,25.0,1.0,2.0,2.0,2.0,1.0,10.0,2.0,0.0
2008-01-05,25117,2763.0,25.0,1.0,0.0,2.0,1.0,3.0,15.0,3.0,5.0
2008-01-05,9107,2523.0,25.0,1.0,2.0,4.0,1.0,3.0,8.0,21.0,15.0
2008-01-05,30527,2523.0,25.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0
2008-01-05,32437,2653.0,25.0,,1.0,0.0,1.0,2.0,0.0,0.0,0.0
2008-01-05,803052,2653.0,25.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2008-01-05,72037,2713.0,25.0,1.0,2.0,5.0,9.0,9.0,6.0,7.0,0.0
2008-01-05,8732,2713.0,25.0,1.0,3.0,2.0,4.0,2.0,5.0,2.0,0.0
2008-01-05,7512,2538.0,25.0,1.0,0.0,0.0,4.0,1.0,5.0,2.0,1.0
2008-01-05,106282,2628.0,25.0,1.0,1.0,1.0,4.0,9.0,4.0,5.0,2.0
2008-01-05,26667,2768.0,25.0,1.0,1.0,0.0,1.0,2.0,8.0,2.0,0.0
2008-01-05,148087,2653.0,25.0,,1.0,2.0,6.0,8.0,3.0,0.0,0.0
2008-01-05,20937,2763.0,25.0,1.0,2.0,0.0,9.0,4.0,7.0,2.0,0.0
2008-01-05,89627,2653.0,25.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,0.0
2008-01-05,132927,2523.0,25.0,1.0,1.0,2.0,1.0,6.0,12.0,2.0,1.0
2008-01-05,127397,2713.0,25.0,,,0.0,4.0,1.0,1.0,2.0,0.0
2008-02-05,65712,2523.0,25.0,,4.0,2.0,6.0,3.0,3.0,8.0,11.0
2008-02-05,301472,2533.0,25.0,1.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0
2008-05-05,36402,,,,,0.0,0.0,0.0,1.0,0.0,0.0
2008-05-05,67152,2553.0,25.0,1.0,4.0,0.0,0.0,0.0,9.0,9.0,2.0
2008-07-05,144267,2763.0,25.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
2008-12-05,1737,2533.0,25.0,1.0,2.0,4.0,4.0,10.0,26.0,15.0,14.0
2008-12-05,101532,2538.0,25.0,,1.0,3.0,8.0,2.0,8.0,7.0,1.0
2008-12-05,76352,2523.0,25.0,1.0,3.0,1.0,1.0,14.0,22.0,13.0,2.0
2008-12-05,78922,2578.0,25.0,,1.0,2.0,1.0,0.0,15.0,6.0,1.0
2008-12-05,24627,2768.0,25.0,,2.0,0.0,2.0,0.0,3.0,2.0,0.0
2008-12-05,7862,2523.0,25.0,1.0,2.0,1.0,3.0,4.0,8.0,10.0,8.0
2008-12-05,941027,1033.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,9.0,1.0
2008-12-05,3182,2523.0,25.0,1.0,3.0,4.0,2.0,2.0,7.0,27.0,34.0
2008-05-19,76757,2153.0,19.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0
2008-05-19,70227,2538.0,25.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0
2008-05-19,34127,2523.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2008-05-19,113192,3508.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0
2008-05-20,415187,2813.0,25.0,,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2008-05-20,69812,2813.0,25.0,,2.0,4.0,11.0,0.0,0.0,0.0,0.0
2008-05-21,111192,1098.0,1.0,1.0,1.0,0.0,7.0,3.0,23.0,15.0,13.0
2008-05-21,66007,3268.0,31.0,1.0,4.0,2.0,0.0,2.0,26.0,13.0,2.0
2008-05-27,122322,,,,,0.0,0.0,0.0,0.0,1.0,0.0
2008-05-27,72177,3658.0,22.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0
2008-05-28,149107,2628.0,25.0,,0.0,3.0,2.0,6.0,6.0,0.0,3.0
2008-05-28,7452,2628.0,25.0,,2.0,6.0,11.0,0.0,0.0,0.0,0.0
2008-05-28,54737,3258.0,31.0,1.0,2.0,4.0,5.0,0.0,3.0,1.0,0.0
2008-05-29,33557,2768.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-29,28797,2768.0,25.0,1.0,1.0,7.0,14.0,0.0,0.0,0.0,1.0
2008-05-29,75662,2853.0,25.0,1.0,4.0,2.0,0.0,1.0,8.0,18.0,17.0
2008-05-30,31067,3098.0,31.0,1.0,2.0,0.0,1.0,4.0,7.0,4.0,3.0
2008-01-06,65712,2523.0,25.0,,4.0,2.0,6.0,3.0,3.0,8.0,11.0
2008-03-06,77582,2553.0,25.0,,2.0,1.0,0.0,0.0,3.0,2.0,1.0
2008-03-06,70652,2553.0,25.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2008-03-06,67152,2553.0,25.0,1.0,4.0,0.0,0.0,0.0,9.0,9.0,2.0
2008-03-06,17342,2828.0,25.0,1.0,2.0,2.0,24.0,13.0,30.0,26.0,8.0
2008-04-06,71867,2578.0,25.0,1.0,4.0,7.0,3.0,11.0,29.0,46.0,24.0
2008-04-06,72037,2713.0,25.0,1.0,2.0,7.0,11.0,9.0,6.0,7.0,0.0
2008-05-06,60517,1098.0,1.0,1.0,2.0,3.0,7.0,1.0,18.0,3.0,0.0
2008-05-06,107242,1098.0,1.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2008-05-06,28342,2153.0,19.0,1.0,1.0,2.0,1.0,0.0,10.0,6.0,0.0
2008-05-06,82722,2153.0,19.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2008-05-06,765697,3273.0,31.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0
2008-05-06,557,2813.0,25.0,,0.0,1.0,1.0,3.0,14.0,8.0,9.0
2008-05-06,7597,3048.0,31.0,1.0,3.0,2.0,4.0,13.0,14.0,23.0,13.0
2008-05-06,952677,,,1.0,,0.0,0.0,4.0,1.0,0.0,0.0
2008-05-06,11612,3508.0,4.0,1.0,3.0,1.0,0.0,13.0,2.0,0.0,0.0
2008-05-06,778842,,,1.0,,0.0,2.0,0.0,0.0,0.0,0.0
2008-06-06,142457,2713.0,25.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0
2008-06-06,5222,3268.0,31.0,,0.0,0.0,6.0,0.0,11.0,6.0,13.0
2008-06-06,636867,3268.0,31.0,1.0,1.0,1.0,1.0,1.0,10.0,7.0,0.0
2008-06-17,45967,2163.0,19.0,1.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0
2008-06-17,90572,2163.0,19.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0
2008-06-18,984172,2973.0,25.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0
2008-06-18,39457,3123.0,31.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0
2008-06-18,71727,3268.0,31.0,1.0,4.0,2.0,2.0,7.0,24.0,34.0,7.0
2008-06-18,36452,3073.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-18,25837,3073.0,31.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2008-06-18,16137,2653.0,25.0,,3.0,4.0,17.0,6.0,6.0,2.0,0.0
2008-06-20,23872,3028.0,31.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0
2008-06-20,592,3028.0,31.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
2008-06-23,5967,2923.0,25.0,1.0,3.0,3.0,5.0,0.0,3.0,11.0,6.0
2008-06-23,878457,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-23,79652,2498.0,25.0,1.0,4.0,0.0,4.0,2.0,3.0,9.0,7.0
2008-06-23,65342,2768.0,25.0,1.0,4.0,0.0,2.0,5.0,25.0,12.0,3.0
2008-06-23,3182,2523.0,25.0,1.0,3.0,4.0,2.0,2.0,7.0,27.0,34.0
2008-06-23,17367,2523.0,25.0,1.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0
2008-06-23,146697,1678.0,13.0,1.0,1.0,3.0,2.0,7.0,7.0,16.0,12.0
2008-06-23,73757,2923.0,25.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0
2008-06-24,54737,3258.0,31.0,1.0,2.0,4.0,5.0,0.0,3.0,1.0,0.0
2008-06-25,129752,3508.0,4.0,1.0,1.0,4.0,0.0,1.0,8.0,0.0,0.0
2008-06-27,938787,2603.0,25.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2008-06-27,65712,2523.0,25.0,,4.0,2.0,6.0,3.0,3.0,8.0,11.0
2008-06-27,1092302,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-27,67282,2578.0,25.0,1.0,2.0,6.0,6.0,9.0,6.0,5.0,5.0
2008-06-27,65767,2713.0,25.0,1.0,3.0,0.0,3.0,3.0,1.0,3.0,2.0
2008-06-27,74162,2813.0,25.0,1.0,2.0,5.0,9.0,19.0,34.0,9.0,10.0
2008-06-27,71867,2578.0,25.0,1.0,4.0,7.0,3.0,11.0,29.0,46.0,24.0
2008-06-30,147717,2668.0,25.0,1.0,1.0,0.0,10.0,2.0,1.0,0.0,0.0
2008-01-07,72037,2713.0,25.0,1.0,2.0,7.0,11.0,9.0,6.0,7.0,0.0
2008-01-07,14547,653.0,7.0,,,0.0,2.0,0.0,0.0,0.0,0.0
2008-01-07,67282,2578.0,25.0,1.0,2.0,6.0,6.0,9.0,6.0,5.0,5.0
2008-07-07,877722,,,,,1.0,2.0,0.0,0.0,0.0,1.0
2008-07-07,10387,1038.0,1.0,1.0,3.0,3.0,5.0,2.0,10.0,29.0,2.0
2008-08-07,7947,3048.0,31.0,1.0,3.0,7.0,1.0,30.0,16.0,4.0,4.0
2008-08-07,79837,3048.0,31.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-14,941662,2178.0,19.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2008-07-14,778842,,,1.0,,0.0,2.0,1.0,1.0,0.0,0.0
2008-07-14,120397,3508.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2008-07-14,135032,2298.0,46.0,,1.0,0.0,1.0,3.0,0.0,4.0,0.0
2008-07-14,87147,2548.0,25.0,1.0,2.0,1.0,2.0,5.0,4.0,7.0,1.0
2008-07-14,877722,,,,,2.0,2.0,0.0,0.0,0.0,1.0
2008-07-14,938657,2163.0,19.0,,,0.0,1.0,0.0,0.0,0.0,0.0
2008-07-14,979487,2163.0,19.0,,,0.0,1.0,0.0,0.0,0.0,0.0
2008-07-14,945737,2178.0,19.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0
2008-07-14,909457,2153.0,19.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2008-07-14,718607,2103.0,19.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0
2008-07-14,923187,2678.0,25.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
2008-07-14,67647,2678.0,25.0,1.0,3.0,7.0,12.0,16.0,18.0,11.0,5.0
2008-07-14,916022,2298.0,46.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2008-07-14,896767,,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0
